,metric,train/val,epoch,mean,median,min,max,std
0,auc,train,1,0.7574364,0.7574364,0.752567,0.76230574,0.006886331431346465
1,auc,train,2,0.8017309,0.8017309,0.7994994,0.80396235,0.0031557874291017014
2,auc,train,3,0.847335,0.847335,0.83277124,0.8618987,0.020596237636606674
3,auc,train,4,0.886991,0.886991,0.86715937,0.90682274,0.028046241019937836
4,auc,train,5,0.9070804,0.9070804,0.897022,0.9171389,0.01422477210666929
5,auc,val,1,0.7130121,0.7130121,0.68745196,0.7385723,0.036147539653307845
6,auc,val,2,0.78522193,0.78522193,0.7270913,0.8433525,0.08220907174759073
7,auc,val,3,0.8610756,0.8610756,0.83879644,0.8833547,0.031507466660197984
8,auc,val,4,0.8738156,0.8738156,0.8491998,0.8984314,0.03481203246454315
9,auc,val,5,0.89201343,0.89201343,0.87788093,0.90614593,0.019986372738654036
10,binary_accuracy,train,1,0.67076814,0.67076814,0.66160506,0.67993116,0.01295851219000799
11,binary_accuracy,train,2,0.72394824,0.72394824,0.7175991,0.73029745,0.008979091047306396
12,binary_accuracy,train,3,0.79278576,0.79278576,0.77343357,0.8121379,0.02736809822739755
13,binary_accuracy,train,4,0.8107226,0.8107226,0.7961705,0.82527477,0.020579842512535935
14,binary_accuracy,train,5,0.8440046,0.8440046,0.83751804,0.8504911,0.009173345872093107
15,binary_accuracy,val,1,0.51590216,0.51590216,0.50945765,0.5223467,0.009113918815692748
16,binary_accuracy,val,2,0.6753803,0.6753803,0.5826953,0.7680653,0.13107636169409234
17,binary_accuracy,val,3,0.79174834,0.79174834,0.7811391,0.8023576,0.015003772307696145
18,binary_accuracy,val,4,0.8285948,0.8285948,0.8184738,0.8387158,0.014313238341693657
19,binary_accuracy,val,5,0.8276757,0.8276757,0.8081116,0.8472398,0.027667804467158517
20,loss,train,1,0.63768226,0.63768226,0.59871167,0.67665285,0.055112736399391425
21,loss,train,2,0.5790602,0.5790602,0.56987387,0.58824646,0.012991386731846487
22,loss,train,3,0.504451,0.504451,0.48592228,0.5229797,0.026203538656193036
23,loss,train,4,0.43764812,0.43764812,0.40083206,0.4744642,0.05206579320656911
24,loss,train,5,0.3979715,0.3979715,0.37385648,0.42208654,0.03410379682216608
25,loss,val,1,0.68943393,0.68943393,0.6886268,0.6902411,0.0011414630982205431
26,loss,val,2,0.6460877,0.6460877,0.6143191,0.6778563,0.0449276132819458
27,loss,val,3,0.526297,0.526297,0.50632805,0.54626584,0.028240285110481992
28,loss,val,4,0.4657573,0.4657573,0.4412307,0.49028394,0.03468586587352578
29,loss,val,5,0.42865926,0.42865926,0.38925526,0.46806324,0.055725656943861106
