,metric,train/val,run,epoch,value
0,loss,train,1,1,0.6576802730560303
1,loss,train,1,2,0.5379841327667236
2,binary_accuracy,train,1,1,0.6511628031730652
3,binary_accuracy,train,1,2,0.7576499581336975
4,loss,val,1,1,0.5584553480148315
5,loss,val,1,2,0.45649686455726624
6,binary_accuracy,val,1,1,0.7603686451911926
7,binary_accuracy,val,1,2,0.8110598921775818
8,loss,train,1,1,0.6885453462600708
9,loss,train,1,2,0.4657551050186157
10,binary_accuracy,train,1,1,0.6230109930038452
11,binary_accuracy,train,1,2,0.7870256900787354
12,loss,val,1,1,0.5391044616699219
13,loss,val,1,2,0.44027018547058105
14,binary_accuracy,val,1,1,0.7373272180557251
15,binary_accuracy,val,1,2,0.8156682252883911
16,loss,train,2,1,0.7571709752082825
17,loss,train,2,2,0.595398485660553
18,binary_accuracy,train,2,1,0.5667074918746948
19,binary_accuracy,train,2,2,0.6976743936538696
20,loss,val,2,1,0.6158426403999329
21,loss,val,2,2,0.5778660774230957
22,binary_accuracy,val,2,1,0.6774193644523621
23,binary_accuracy,val,2,2,0.764976978302002
24,loss,train,2,1,0.6998995542526245
25,loss,train,2,2,0.5454719662666321
26,binary_accuracy,train,2,1,0.5605875253677368
27,binary_accuracy,train,2,2,0.7490820288658142
28,loss,val,2,1,0.6072570085525513
29,loss,val,2,2,0.5073591470718384
30,binary_accuracy,val,2,1,0.7880184054374695
31,binary_accuracy,val,2,2,0.7511520981788635
