,metric,train/val,run,epoch,value
0,binary_accuracy,train,1,0,0.8175379037857056
1,auc,train,1,0,0.8470617532730103
2,loss,train,1,0,0.483940064907074
3,binary_accuracy,val,1,0,0.49839574098587036
4,auc,val,1,0,0.6617105603218079
5,loss,val,1,0,0.6892315149307251
6,binary_accuracy,train,1,1,0.8267046213150024
7,auc,train,1,1,0.8518095016479492
8,loss,train,1,1,0.4751814007759094
9,binary_accuracy,val,1,1,0.49049317836761475
10,auc,val,1,1,0.5748607516288757
11,loss,val,1,1,0.6993196606636047
12,binary_accuracy,train,1,2,0.8267046213150024
13,auc,train,1,2,0.8456975817680359
14,loss,train,1,2,0.4782140851020813
15,binary_accuracy,val,1,2,0.6316696405410767
16,auc,val,1,2,0.6793637275695801
17,loss,val,1,2,0.688967227935791
18,binary_accuracy,train,2,0,0.8242045640945435
19,auc,train,2,0,0.8404817581176758
20,loss,train,2,0,0.5622996091842651
21,binary_accuracy,val,2,0,0.49129530787467957
22,auc,val,2,0,0.4664400815963745
23,loss,val,2,0,0.7034731507301331
24,binary_accuracy,train,2,1,0.8081439137458801
25,auc,train,2,1,0.8585834503173828
26,loss,train,2,1,0.4899691939353943
27,binary_accuracy,val,2,1,0.4991978704929352
28,auc,val,2,1,0.7495043873786926
29,loss,val,2,1,0.6822265982627869
30,binary_accuracy,train,2,2,0.8293939828872681
31,auc,train,2,2,0.858208954334259
32,loss,train,2,2,0.5361673831939697
33,binary_accuracy,val,2,2,0.7297385931015015
34,auc,val,2,2,0.7645615339279175
35,loss,val,2,2,0.6663442850112915
