,metric,train/val,run,epoch,value
0,loss,train,1,1,0.39916786551475525
1,loss,train,1,2,0.29776838421821594
2,binary_accuracy,train,1,1,0.8650137782096863
3,binary_accuracy,train,1,2,0.8870523571968079
4,auc,train,1,1,0.5915012955665588
5,auc,train,1,2,0.7992349863052368
6,loss,val,1,1,0.3320772349834442
7,loss,val,1,2,0.250426709651947
8,binary_accuracy,val,1,1,0.8865979313850403
9,binary_accuracy,val,1,2,0.8865979313850403
10,auc,val,1,1,0.7690274715423584
11,auc,val,1,2,0.9159619808197021
12,loss,train,1,1,0.6533671617507935
13,loss,train,1,2,0.517906129360199
14,binary_accuracy,train,1,1,0.7785888314247131
15,binary_accuracy,train,1,2,0.8053528070449829
16,auc,train,1,1,0.4380286931991577
17,auc,train,1,2,0.5185045003890991
18,loss,val,1,1,0.5568398833274841
19,loss,val,1,2,0.5245631337165833
20,binary_accuracy,val,1,1,0.8073394298553467
21,binary_accuracy,val,1,2,0.8073394298553467
22,auc,val,1,1,0.5330086350440979
23,auc,val,1,2,0.5549242496490479
24,loss,train,2,1,0.4428499639034271
25,loss,train,2,2,0.27701032161712646
26,binary_accuracy,train,2,1,0.8870523571968079
27,binary_accuracy,train,2,2,0.8870523571968079
28,auc,train,2,1,0.48803210258483887
29,auc,train,2,2,0.8358582258224487
30,loss,val,2,1,0.3463359773159027
31,loss,val,2,2,0.25429460406303406
32,binary_accuracy,val,2,1,0.8865979313850403
33,binary_accuracy,val,2,2,0.8865979313850403
34,auc,val,2,1,0.8091965913772583
35,auc,val,2,2,0.9371035695075989
