,metric,train/val,run,epoch,value
0,loss,train,1,1,0.581468939781189
1,loss,train,1,2,0.33064451813697815
2,binary_accuracy,train,1,1,0.8870523571968079
3,binary_accuracy,train,1,2,0.8870523571968079
4,auc,train,1,1,0.459134966135025
5,auc,train,1,2,0.6923572421073914
6,loss,val,1,1,0.35655176639556885
7,loss,val,1,2,0.31146326661109924
8,binary_accuracy,val,1,1,0.8865979313850403
9,binary_accuracy,val,1,2,0.8865979313850403
10,auc,val,1,1,0.49207186698913574
11,auc,val,1,2,0.9371036291122437
12,loss,train,1,1,0.5349340438842773
13,loss,train,1,2,0.4889286756515503
14,binary_accuracy,train,1,1,0.8053528070449829
15,binary_accuracy,train,1,2,0.8077858686447144
16,auc,train,1,1,0.5385007858276367
17,auc,train,1,2,0.578436553478241
18,loss,val,1,1,0.5211479067802429
19,loss,val,1,2,0.4773184061050415
20,binary_accuracy,val,1,1,0.8073394298553467
21,binary_accuracy,val,1,2,0.8165137767791748
22,auc,val,1,1,0.4545454680919647
23,auc,val,1,2,0.6672078371047974
24,loss,train,2,1,0.5298164486885071
25,loss,train,2,2,0.36736586689949036
26,binary_accuracy,train,2,1,0.8870523571968079
27,binary_accuracy,train,2,2,0.8870523571968079
28,auc,train,2,1,0.5973337292671204
29,auc,train,2,2,0.600628674030304
30,loss,val,2,1,0.43827569484710693
31,loss,val,2,2,0.34739527106285095
32,binary_accuracy,val,2,1,0.8865979313850403
33,binary_accuracy,val,2,2,0.8865979313850403
34,auc,val,2,1,0.7669132947921753
35,auc,val,2,2,0.8990485668182373
36,loss,train,2,1,0.5709222555160522
37,loss,train,2,2,0.4981532096862793
38,binary_accuracy,train,2,1,0.7737226486206055
39,binary_accuracy,train,2,2,0.8053528070449829
40,auc,train,2,1,0.46087613701820374
41,auc,train,2,2,0.5676736831665039
42,loss,val,2,1,0.5170229077339172
43,loss,val,2,2,0.48604345321655273
44,binary_accuracy,val,2,1,0.8073394298553467
45,binary_accuracy,val,2,2,0.8165137767791748
46,auc,val,2,1,0.45075759291648865
47,auc,val,2,2,0.6620670557022095
