,metric,train/val,run,epoch,value
0,binary_accuracy,train,1,0,0.8189772367477417
1,auc,train,1,0,0.8250447511672974
2,loss,train,1,0,0.5059624910354614
3,binary_accuracy,val,1,0,0.5008020997047424
4,auc,val,1,0,0.5675445795059204
5,loss,val,1,0,0.69488525390625
6,binary_accuracy,train,1,1,0.8287500143051147
7,auc,train,1,1,0.84513920545578
8,loss,train,1,1,0.48250705003738403
9,binary_accuracy,val,1,1,0.5158645510673523
10,auc,val,1,1,0.7253375053405762
11,loss,val,1,1,0.6805846691131592
12,binary_accuracy,train,1,2,0.8389772176742554
13,auc,train,1,2,0.8615959286689758
14,loss,train,1,2,0.4580289423465729
15,binary_accuracy,val,1,2,0.6091503500938416
16,auc,val,1,2,0.7382233142852783
17,loss,val,1,2,0.6565243601799011
18,binary_accuracy,train,2,0,0.8156439065933228
19,auc,train,2,0,0.8396124243736267
20,loss,train,2,0,0.4786587357521057
21,binary_accuracy,val,2,0,0.501336932182312
22,auc,val,2,0,0.603700578212738
23,loss,val,2,0,0.6918670535087585
24,binary_accuracy,train,2,1,0.8271211385726929
25,auc,train,2,1,0.8372084498405457
26,loss,train,2,1,0.49353674054145813
27,binary_accuracy,val,2,1,0.5016042590141296
28,auc,val,2,1,0.6672330498695374
29,loss,val,2,1,0.6938722729682922
30,binary_accuracy,train,2,2,0.827727198600769
31,auc,train,2,2,0.8359312415122986
32,loss,train,2,2,0.4783305525779724
33,binary_accuracy,val,2,2,0.4991978704929352
34,auc,val,2,2,0.750023603439331
35,loss,val,2,2,0.6849503517150879
