,metric,train/val,run,epoch,value
0,binary_accuracy,train,1,0,0.5684719681739807
1,auc,train,1,0,0.6286569237709045
2,loss,train,1,0,0.7045572996139526
3,binary_accuracy,val,1,0,0.7028074860572815
4,auc,val,1,0,0.8172153830528259
5,loss,val,1,0,0.6621828079223633
6,binary_accuracy,train,1,1,0.7316713929176331
7,auc,train,1,1,0.789290189743042
8,loss,train,1,1,0.5631504654884338
9,binary_accuracy,val,1,1,0.7627004981040955
10,auc,val,1,1,0.8385301828384399
11,loss,val,1,1,0.5338863134384155
12,binary_accuracy,train,1,2,0.7963055968284607
13,auc,train,1,2,0.8694925308227539
14,loss,train,1,2,0.46267372369766235
15,binary_accuracy,val,1,2,0.843048095703125
16,auc,val,1,2,0.907784640789032
17,loss,val,1,2,0.41612982749938965
18,binary_accuracy,train,2,0,0.5676470994949341
19,auc,train,2,0,0.6079382300376892
20,loss,train,2,0,0.7272293567657471
21,binary_accuracy,val,2,0,0.7248663306236267
22,auc,val,2,0,0.7643054127693176
23,loss,val,2,0,0.6772953271865845
24,binary_accuracy,train,2,1,0.6923242211341858
25,auc,train,2,1,0.7627995014190674
26,loss,train,2,1,0.5890387892723083
27,binary_accuracy,val,2,1,0.7475936412811279
28,auc,val,2,1,0.8344944715499878
29,loss,val,2,1,0.5228142142295837
30,binary_accuracy,train,2,2,0.7881636023521423
31,auc,train,2,2,0.8614542484283447
32,loss,train,2,2,0.47489237785339355
33,binary_accuracy,val,2,2,0.8048128485679626
34,auc,val,2,2,0.8944774866104126
35,loss,val,2,2,0.4349571466445923
