,metric,train/val,run,epoch,value
0,binary_accuracy,train,1,0,0.6114419102668762
1,auc,train,1,0,0.6571351885795593
2,loss,train,1,0,0.6802771687507629
3,binary_accuracy,val,1,0,0.7153743505477905
4,auc,val,1,0,0.7922791242599487
5,loss,val,1,0,0.6720626354217529
6,binary_accuracy,train,1,1,0.7211980819702148
7,auc,train,1,1,0.7732862234115601
8,loss,train,1,1,0.5863109827041626
9,binary_accuracy,val,1,1,0.7459892630577087
10,auc,val,1,1,0.8527399897575378
11,loss,val,1,1,0.5676249265670776
12,binary_accuracy,train,1,2,0.7631993889808655
13,auc,train,1,2,0.8312946557998657
14,loss,train,1,2,0.5147446393966675
15,binary_accuracy,val,1,2,0.7624331116676331
16,auc,val,1,2,0.9007222056388855
17,loss,val,1,2,0.486568808555603
18,binary_accuracy,train,2,0,0.551255464553833
19,auc,train,2,0,0.5620954036712646
20,loss,train,2,0,0.7354578971862793
21,binary_accuracy,val,2,0,0.5772727727890015
22,auc,val,2,0,0.6760513782501221
23,loss,val,2,0,0.6866787075996399
24,binary_accuracy,train,2,1,0.7000716924667358
25,auc,train,2,1,0.7800313830375671
26,loss,train,2,1,0.5737889409065247
27,binary_accuracy,val,2,1,0.7804812788963318
28,auc,val,2,1,0.8771665096282959
29,loss,val,2,1,0.47416576743125916
30,binary_accuracy,train,2,2,0.785939633846283
31,auc,train,2,2,0.86224764585495
32,loss,train,2,2,0.46767091751098633
33,binary_accuracy,val,2,2,0.8112298846244812
34,auc,val,2,2,0.9222174882888794
35,loss,val,2,2,0.4234476387500763
